order_id,on_demand,total_minutes,to_weigh,no_weigh,total_products,found_rate,picking_speed,accepted_rate,rating,distance,sabado,domingo
89b61c7c2b12a0320c0a508705cbb734,1,58.1904201833333,1,28.0,29.0,0.8523,1.17,0.96,4.96,1.934115096913756,1,0
cf72084d8a0f9aafdab6843be18c7bf9,0,91.09665515,0,23.0,23.0,0.8523,1.17,0.96,4.96,3.859039586862271,0,0
21f13f624ab268878af745f86d10af3e,0,72.8911097666667,1,59.0,60.0,0.8416,3.07,0.7692307692307689,5.0,0.5113876845029778,1,0
c4531b795fc4c119ae5517fd62f86e8c,1,139.862936883333,5,126.0,131.0,0.8903,1.29,0.96,4.92,2.747752490310168,1,0
b66b690db9b6982eb79676688958fb0c,0,91.13844335,4,31.0,35.0,0.9007,1.26,0.88,4.92,2.57983667326845,1,0
30cface28ff3ca16da7c295478dbc888,1,60.1161253333333,2,34.0,36.0,0.8852,1.21,1.0,4.76,2.747752490310168,1,0
0bd63fa3afe51ff77c8b2b7a5b8bfdff,1,127.676339633333,1,48.0,49.0,0.8852,1.21,1.0,4.76,3.2283980687105847,1,0
3c562cdeed62e354675eb878a85647ff,1,112.121515433333,1,112.0,113.0,0.8884,1.2,0.8,4.92,0.33807286840150774,1,0
5e6c20b4c9ea405ea14d77359b3b90de,0,77.3890979333333,3,29.0,32.0,0.8740000000000001,1.72,0.96,4.96,3.4781590698005407,0,0
8734be9e7432350ad28f519d353b8ba5,1,170.620690633333,6,118.0,124.0,0.8633177727783984,2.19,0.6,4.849341890790174,1.0768444452739778,1,0
f175cde9ec505ac23422f4f77269b63f,1,92.03688055,0,111.0,111.0,0.9053,0.73,0.88,4.92,0.6817506752077177,1,0
026969bac05c316e8370bf0b20545ed0,1,44.7526900833333,1,21.0,22.0,0.8885,1.22,0.88,4.72,0.9832563499387096,1,0
1242d10614752a0451a169821136c0d0,1,85.6641190833333,0,30.0,30.0,0.8366,1.94,1.0,4.88,3.398670555814408,1,0
b66d624a7bf2eb850a169414d5d76cde,1,93.2488904666667,0,28.0,28.0,0.8366,1.94,1.0,4.88,3.766905382521591,1,0
fc48422caff7222e1a85859ceaf5f9b5,1,64.6187889833333,0,39.0,39.0,0.8652,1.53,0.92,4.8,3.775746832355981,0,0
65560624acd0644f9fa59987d235fa1e,0,126.410587416667,2,21.0,23.0,0.8128,3.0,0.56,4.76,0.16032159654550912,1,0
b27ee013369ed4c2b3a40d864cd68fb3,1,172.13605591666698,4,140.0,144.0,0.8128,3.0,0.56,4.76,0.8348554452632136,1,0
4c154d40f91b76d6676e7a5c4a26fb93,0,66.9055496666667,1,64.0,65.0,0.8706,1.35,1.0,4.96,0.8097505124742397,0,0
a4b12371896e923b5d0bcf03c54acd6b,1,52.9233769666667,1,10.0,11.0,0.8725,1.17,0.8,4.76,0.8655238467887038,1,0
bcdac51a65fb43bf5ef0aa7dcbd4833d,1,163.733717033333,0,69.0,69.0,0.8496,1.69,1.0,4.96,0.3884524037430699,1,0
5687ee2b8ddbc4e292c64f0539fc311b,0,45.38164895,1,9.0,10.0,0.8496,1.69,1.0,4.96,2.816893251284848,1,0
41cb09a3a9a078e58d3fce36d338d481,0,68.7333797833333,4,17.0,21.0,0.8496,1.69,1.0,4.96,3.239489343567107,1,0
90fb2920e44d9b5ba6d805e08ddf79db,1,138.5141981,2,66.0,68.0,0.8315,1.58,0.84,4.84,3.462583863111179,1,0
a2920c53ff3059a248b5aa0204dabd46,1,104.492164816667,4,42.0,46.0,0.8322,1.26,0.92,4.96,0.3397013635455148,1,0
4a331342c470ae118d7d7cafc13fc031,1,71.3391056166667,0,31.0,31.0,0.8459,1.0,0.84,4.6,2.0459093032083264,1,0
788c5469a4fb55c037a01b598e47aecb,0,44.74782879999999,1,25.0,26.0,0.9066,1.22,1.0,4.84,2.5633620562958983,0,0
8bb0a798155a1a986109b725468dd949,1,92.53967929999999,5,17.0,22.0,0.8709,1.6,0.92,4.88,0.4364294741594304,1,0
659b5016fdd007cb157b101ae48d0ca5,1,148.320121216667,1,101.0,102.0,0.8748,0.84,0.96,4.92,2.4671484400372274,0,0
e2299661142c7539a0ac1f0dbab72baa,1,126.51611729999999,5,55.0,60.0,0.8521,2.0,0.92,4.92,1.9086120123414045,1,0
2dc910ceb9188e1c4e1d182feb60dd08,1,113.275893416667,0,21.0,21.0,0.8509,1.55,0.88,4.96,2.3346083495506975,1,0
1ab7375f9376c91e89a4cc0db710856d,1,114.64533616666701,1,21.0,22.0,0.8509,1.55,0.88,4.96,2.2755387578529516,1,0
ed13548450164d5aa81e9ccf62aab456,1,100.090630483333,0,13.0,13.0,0.8477,2.18,0.8,4.8,1.9723233897882197,1,0
5a82098beb4ae1b142093a7728233125,1,150.689210266667,1,112.0,113.0,0.8421,1.49,0.92,4.96,2.0910200612947847,1,0
f1a62f549ccc22ac6c21523f9d4cb202,0,97.27508805,1,44.0,45.0,0.8486,1.2,0.92,4.64,1.5514830420672037,1,0
61fd3fed059fe100751c5ed09e13165b,1,121.098419883333,0,23.0,23.0,0.821,1.44,0.68,4.92,1.4546841895257545,1,0
acb7aa29603f0e2bb9528bf4cb12e5f8,1,84.82441390000001,0,45.0,45.0,0.8494,1.73,1.0,4.56,2.5475772216819643,1,0
0cb790ebbb6814de4fe4537951bd94c1,0,72.0225243,1,6.0,7.0,0.7949,4.17,0.56,4.83,0.5261760009950994,0,0
d1e7eca1b86c2a43734ac91aab9d676a,1,132.703818783333,8,62.0,70.0,0.8205,2.5,0.933333333333333,4.83,0.7486552884493954,1,0
78a53e2b30ca243779e621f8f3f3a989,0,109.113885166667,1,14.0,15.0,0.8633177727783984,2.19,0.8888888888888891,4.849341890790174,0.8965748562076487,1,0
6581174846221cb6c467348e87f57641,1,57.060631833333304,0,11.0,11.0,0.7609999999999999,2.54,0.92,4.96,2.3166335683259685,1,0
d99802d0efe446f314df1575c18acc66,1,75.0674914666667,1,45.0,46.0,0.7609999999999999,2.54,0.92,4.96,1.3499908740068884,1,0
14720e7aababac4a269c955865e68576,1,78.32347345,1,10.0,11.0,0.7838,2.4,0.96,4.96,2.993491242656252,1,0
a2c7b9f8cbe9d5be00849733db27684b,1,69.4163653,2,64.0,66.0,0.8713,1.31,0.88,4.96,3.152331212024741,1,0
de75a85ba889d81b6c9cd3e52c167f7b,1,119.068160566667,2,54.0,56.0,0.8190000000000001,1.27,1.0,4.72,3.215653331038251,1,0
81367549aa84d0eec32d63a830caf7c0,1,61.3229276666667,2,50.0,52.0,0.8190000000000001,1.27,1.0,4.72,0.16523335350217794,0,0
ec965b9fb477d7772bfa3f517bb81b35,0,96.9844811666667,1,33.0,34.0,0.8755,1.0,1.0,4.92,4.4905554064384665,1,0
83ef20da832199aaf2ed8c8a8ad6e263,1,60.97702660000001,1,6.0,7.0,0.8856,1.27,0.92,4.8,3.7048840379447308,1,0
e163a16a7ad936c31c1ad250da2802fc,0,89.7374515166667,1,29.0,30.0,0.8201,1.65,1.0,4.92,4.4905554064384665,0,0
022682a99eb9cbd4e0d431a6aa40e9af,1,46.1981595166667,0,23.0,23.0,0.8475,1.5,0.92,4.96,4.161596306668814,1,0
234a936e1129b0a479b28d2620808df7,0,126.663068916667,2,49.0,51.0,0.8593,2.59,0.92,4.76,2.4481936174186365,0,0
8538c76b16d50d100272d5ba40dbc575,1,91.62045450000001,2,45.0,47.0,0.8593,2.59,0.92,4.76,3.2888326477190817,1,0
ea14b6b7bf3c71edb2fe73afb4aac1df,0,68.59701975,1,20.0,21.0,0.8876,0.83,0.92,4.92,3.2144184575085895,0,0
5178671b1e8dd019219d7e00cd49d11e,0,81.70948,4,85.0,89.0,0.8876,0.83,0.92,4.92,3.1818571342213993,0,0
73c37bfb91bc84e3980898c85bc1364e,1,82.5244026,2,16.0,18.0,0.8487,1.88,0.96,4.68,4.190883432207091,1,0
384cb5fa9becee353655d5c2ac6f1c3f,1,51.722274183333305,3,16.0,19.0,0.8487,1.88,0.96,4.68,1.3388701990172907,1,0
b97c52db26acf5657f8829d18e85ede7,1,131.6674538,5,111.0,116.0,0.8692,1.44,1.0,4.84,2.242594861722386,1,0
9c15bc648d3264ceb0c3819137650a0e,1,115.57736055,3,123.0,126.0,0.8692,1.44,1.0,4.84,1.8121935338184394,1,0
29cc95f55915dbe19c23547504a9f6cd,1,105.3749113,3,74.0,77.0,0.871,0.95,0.92,4.96,2.5799545686161838,1,0
39713f92756b27244d31592f8dd1b859,1,62.95582099999999,0,13.0,13.0,0.8949,2.4,0.72,5.0,2.9088182793828836,1,0
7e50a1d7830d04a35663d3fa194c84e0,1,47.9973233333333,0,2.0,2.0,0.8185,2.8,0.88,4.88,1.8826742122007436,1,0
3a07ea815e501d340ccf421f8c1c84fa,1,72.5102357333333,4,17.0,21.0,0.9213,1.28,1.0,4.69,2.7776517881007443,1,0
3ca64eda7bb30214d4cb06acc08f67a6,0,104.963329066667,5,70.0,75.0,0.8853,1.53,1.0,4.72,4.243163775488807,0,0
c77daadeb4b28a9b40e992a13107e88a,1,107.418802316667,1,64.0,65.0,0.8654,1.82,1.0,4.92,3.054334313573601,1,0
dcc4d3e01b9734ceacabc901e5b556fd,0,51.1089059166667,0,16.0,16.0,0.8218,1.64,1.0,4.72,3.124231959075628,0,0
0b88b6f0f9f010a6f7a60c23c20afb48,0,88.2343164666667,0,28.0,28.0,0.8727,1.18,0.96,4.56,2.289917921325269,0,0
eaa399cba2c932f5437efbaf55dba4a0,1,51.7389727333333,2,10.0,12.0,0.8704,1.28,0.92,4.76,1.9289117424630844,1,0
1573b5decacf067514b708eefddd4dad,1,95.61706185,4,103.0,107.0,0.8704,1.28,0.92,4.76,1.8574527664548717,0,0
71dc1694c237d21ce312db611a58ee36,1,71.8559502666667,1,59.0,60.0,0.8704,1.28,0.92,4.76,1.029111245401946,1,0
a23d8a831192e23e8bf7fccde953e671,1,92.6419335833333,3,51.0,54.0,0.8704,1.28,0.92,4.76,2.9613128742922012,1,0
7d3b296d0b1ca69cca1f9ddda004c11e,1,69.9201776333333,2,33.0,35.0,0.8818,1.74,1.0,4.68,2.923766910727032,1,0
ec9bbb0ccde7d41f2d8cdd97ff01642f,1,86.5012723333333,1,47.0,48.0,0.8537,1.27,1.0,4.92,3.176508408426794,1,0
dbf8ea640046ba094bbddb903e985bde,1,101.13625856666701,5,53.0,58.0,0.8758,1.0,0.92,4.92,1.2517727429668453,1,0
bc9fda3732eead973c6eff5d30b977f6,1,65.93407796666669,0,2.0,2.0,0.8804,1.5,1.0,4.72,0.22443062164994024,1,0
7c5d47a2384621a75ec5081d33b299ed,1,78.1037420666667,2,35.0,37.0,0.8804,1.5,1.0,4.72,1.085033205030238,1,0
084150cade4ed3badec540b5f5a8ceb9,0,120.586100366667,2,32.0,34.0,0.8186,2.03,1.0,4.88,3.123083842893293,1,0
bf852a71b03be132840d5afe9531de49,1,97.2314131833333,2,77.0,79.0,0.8468,1.7,0.92,4.92,0.899546208395809,1,0
92a3ace912136d8fe464be4b164c0e5a,1,73.1848943666667,2,13.0,15.0,0.8657,1.36,0.96,5.0,3.937154925898623,1,0
c65d5e87398cd0a5947c4a8f49b6c085,0,59.5912025,2,52.0,54.0,0.8916,2.23,0.76,4.84,4.237248343279815,1,0
5534d1a3495e7451325f1a5b44581cf3,1,124.696798816667,1,44.0,45.0,0.8111,1.72,0.96,4.76,1.085033205030238,1,0
330ee9c4ff7704488bfa06d30c1d3477,1,130.52374726666702,4,21.0,25.0,0.8111,1.72,0.96,4.76,1.3068419652046577,1,0
661e02a3c9975cf8a2eceaa3b9003f0c,0,101.60209258333299,0,11.0,11.0,0.8892,2.58,0.92,4.96,2.2914606884708757,1,0
bdc6c08f55691021dc3d3f67fd7143d1,1,90.7145601666667,0,37.0,37.0,0.8617,2.88,1.0,4.8,4.468968499451365,1,0
96411ca12807a3bfb910246b970cd85e,1,61.3997066833333,1,47.0,48.0,0.9114,1.27,0.92,5.0,0.13804752871372755,1,0
64a39b159a158c6c68eed732c566fd5e,1,70.1373816,4,39.0,43.0,0.9114,1.27,0.92,5.0,2.78629676385609,1,0
aa476ebc7911d9b68f51c5add9166a94,0,33.11672475,0,10.0,10.0,0.9114,1.27,0.92,5.0,1.7394468958321359,0,0
a7aaf5f8cc228cc6c9bdc994ef8dcda8,1,62.033945133333305,1,45.0,46.0,0.7611,1.93,0.76,4.88,3.0351579091351555,1,0
a84453be4b74494656b1df4eaa3bfeb2,1,74.5476355833333,1,32.0,33.0,0.865,1.26,0.96,4.76,2.3185628775796396,1,0
544199719e6fcf0f7728b12509c5005d,1,117.847332883333,4,36.0,40.0,0.82,2.0,0.88,4.96,2.989747959339618,1,0
4466af4a34d570b7e35362c92b4928bb,0,197.95542746666698,1,52.0,53.0,0.7972,4.0,1.0,4.96,1.903461953633622,0,0
70ef299e018df045aa9b2e6300a9dda7,1,75.3232158166667,2,49.0,51.0,0.8746,0.87,1.0,4.96,3.513797085222094,1,0
2d16f6020fb806c78f60e7a43cacb2b8,1,78.26934345,1,24.0,25.0,0.8222,2.47,0.8,4.96,2.9731071232798794,1,0
126fcda0903a26f4e162842d80e4cfec,1,143.579826983333,3,66.0,69.0,0.8222,2.47,0.8,4.96,3.053229883414311,1,0
1fa15ced052e15a141ffbacc03430850,1,69.6981048166667,0,48.0,48.0,0.8138,1.89,0.84,4.68,1.4391626822214303,1,0
ee42630ad2b5be7786d2e9e275cae5cc,1,63.094483466666695,4,37.0,41.0,0.9038,0.81,1.0,4.96,4.461229101254287,1,0
f0ec76ea7e0d7bafe8edb7788e7b4e0b,1,133.82853525,2,67.0,69.0,0.8721,1.19,0.92,4.96,1.5214101091206247,1,0
6b7868fc413b7fc1fe6184518e1736fb,1,109.189112916667,3,14.0,17.0,0.8721,1.19,0.92,4.96,0.8356361680529536,1,0
1cdd184abc4494253a250190b8061957,1,54.210196633333304,0,18.0,18.0,0.7875,1.88,1.0,4.72,1.688793024640329,1,0
78209a144f6deb3eb978a8437008ee95,1,55.1742081666667,0,20.0,20.0,0.8647,1.35,0.88,4.84,1.7839742067360433,1,0
8bbdd26ab4d819e47d47bcb30fc25846,1,68.8434520666667,1,28.0,29.0,0.8421,2.0,1.0,4.96,1.5642417373609028,0,0
8dc17c8df7687a0ceb20b491dfcc11ae,1,105.911746366667,1,50.0,51.0,0.7708,2.42,0.7857142857142858,5.0,0.9341911684556147,1,0
be2b0e84890aefa23b067acaba9bda8d,1,92.5094056333333,3,53.0,56.0,0.8634,1.24,1.0,4.8,2.9129241777585255,1,0
50fd750658c61853c3e768bfa010cb37,1,64.59759446666669,1,14.0,15.0,0.8509,2.33,1.0,4.76,0.8135921486670271,1,0
bb4f21970c4daf9360768c778173e07b,1,93.8169217166667,1,57.0,58.0,0.8582,2.0,0.8,4.6,1.3927391705469645,1,0
e6f56a308094e26eaed20c17dc403419,0,100.97468570000001,5,24.0,29.0,0.8506,1.62,0.84,4.92,0.8824830433567085,1,0
4b71c8194fcfec6b8b41fb549de45315,0,57.1827972833333,1,20.0,21.0,0.8506,1.62,0.84,4.92,1.7104350932966395,0,0
3944fdaa2de1f6204ca9198d127fad1a,1,121.73418775,2,31.0,33.0,0.8712,1.45,1.0,4.92,3.1512156148355963,1,0
61f99feaade5afcb256f93403cc515c5,1,127.981373416667,4,43.0,47.0,0.8381,4.14,0.68,4.82,1.6875820839929592,1,0
41a0cc6cfb58232b5b58d39bfb7262fb,0,138.304604533333,3,50.0,53.0,0.8381,4.14,0.68,4.82,1.3466216022164652,1,0
c4e240e9ab8f24ea6ff2b617b514fd8b,0,33.101635666666695,1,14.0,15.0,0.867,1.33,0.96,4.84,1.6395726366770607,1,0
e9e5b0aacbb7282631960fe3d6fd50a2,1,73.60772115,0,43.0,43.0,0.867,1.33,0.96,4.84,0.4177589607569156,1,0
2363ba757e218409b9e27a8f627b61d0,1,77.5169365833333,2,53.0,55.0,0.867,1.33,0.96,4.84,2.0962700847628186,1,0
c535ee948fa2792c43864bda31f406f0,0,82.6301328166667,1,10.0,11.0,0.841,1.82,1.0,4.84,4.3263616358677215,1,0
a8d7521b4bfffe52924c67a82745b230,0,91.0328391166667,2,60.0,62.0,0.9035,0.97,1.0,4.84,2.859723539612088,0,0
f2cf991eb520846d0f8fd59e0b5ac96f,1,87.6964015166667,7,61.0,68.0,0.8240000000000001,1.89,0.84,4.76,4.126879189114495,0,0
f5012481ec6aa09dfbef12176d13234c,1,87.91047393333331,3,89.0,92.0,0.8345,1.78,0.88,4.92,0.9673377458322784,1,0
d8c67267a981815531f670a1a7eb7014,0,86.56659891666669,3,58.0,61.0,0.8345,1.78,0.88,4.92,0.49755432626473256,0,0
06955edeb875566572c32283ab7e8e1b,1,154.159107616667,3,147.0,150.0,0.8287,1.57,0.92,4.92,1.90900835161865,1,0
9147366695f7e72df0e5404b2c71ad86,0,66.8154584166667,5,46.0,51.0,0.8582,1.46,1.0,4.44,0.521057003148506,0,0
9df63d7244de08dd1128d5e0bb6120b6,0,42.145005299999994,1,36.0,37.0,0.8582,1.46,1.0,4.44,1.3056238564947287,0,0
912301416b75e4902f266b51fdd4cdb6,0,33.6374195666667,2,20.0,22.0,0.8582,1.46,1.0,4.44,1.3397071176874527,0,0
bfb931245e15e43c743a41aad2dc19da,0,78.09743879999999,0,39.0,39.0,0.8441,1.53,0.96,4.84,1.2271957118087413,1,0
a2745c96498d3cb0dd28785d4993d8d1,1,68.4201171,1,68.0,69.0,0.8979,1.49,1.0,4.8,3.0532298834048994,1,0
69435adf48f3c3ffe2c3df31a1296574,1,91.7030399833333,0,79.0,79.0,0.8141,1.71,0.923076923076923,5.0,2.079134448740311,1,0
c22dae432e766208e905ec1b25f06a3f,1,55.44460495,1,11.0,12.0,0.8141,1.71,0.923076923076923,5.0,0.45293843709698844,1,0
9f2fa29216baedbc433a72fc20013ee8,0,49.9740621333333,1,9.0,10.0,0.9031,1.1,0.92,4.76,1.622856101357313,1,0
2db4ff97861f3629749e253887980212,1,94.2372205166667,4,101.0,105.0,0.8599,1.52,0.96,4.88,4.3409019051672,1,0
25731341f1c74b6fbfa8504d7d9dd48a,1,34.7695304,0,24.0,24.0,0.8824,1.25,0.833333333333333,4.43,4.542243560756182,1,0
39e2597f676a9a45059c1bf5d8f9e77f,1,83.7834655166667,4,43.0,47.0,0.8495,1.27,0.92,4.96,3.204361240474274,1,0
56acee58f02596d237ef283c46a84fed,0,74.0205397833333,4,15.0,19.0,0.8626,2.64,0.866666666666667,4.82,2.993491242656252,1,0
936e93100351e2d7b18637fac3f35c5b,1,122.046193583333,2,18.0,20.0,0.8176,3.24,0.8695652173913041,4.64,3.141358374090384,1,0
2f2e4b75cfb76ddc59c082e8339e0c9e,1,88.37959405,8,66.0,74.0,0.8748,1.06,1.0,4.8,1.0017619108411058,1,0
c09b41d9e521b48fead3df6b522f22a4,1,85.36004105,0,33.0,33.0,0.8748,1.06,1.0,4.8,0.2986274084278277,1,0
346d24d0318b82e8caa821021b292a95,1,92.1552010833333,0,32.0,32.0,0.8748,1.06,1.0,4.8,1.0121758198208815,1,0
d22af2f025ce02fadc3e9db09a8e38d5,0,52.1383217333333,2,9.0,11.0,0.8748,1.06,1.0,4.8,4.141166233256651,0,0
067fb67cddbafed633b1c46d3db34ca8,0,67.7935200833333,3,19.0,22.0,0.8423,1.45,0.7857142857142858,5.0,2.9933237640675445,0,0
10419940955e26d098a3150a645b932d,0,79.3509880666667,2,24.0,26.0,0.8557,1.31,1.0,5.0,1.496501692483186,1,0
dafb0b7b00a833a75abe5853405c6ccc,0,117.214549766667,1,81.0,82.0,0.8557,1.31,1.0,5.0,0.4238599053335301,1,0
8373ae73c50df18bdb3420eee436d953,1,80.2617942333333,1,26.0,27.0,0.8557,1.31,1.0,5.0,0.6331708787686655,1,0
70b4da7e9fe7a5da6fc715ff2bfef267,1,67.1074917333333,7,25.0,32.0,0.8455,1.17,1.0,4.76,2.215321852704979,1,0
4b988a96e73a50c502b70bcb41710e8d,0,26.804154183333303,0,3.0,3.0,0.8447,1.37,0.88,4.76,2.374854202181472,1,0
7a727afc1dd19f56e4f4915cbc94e83a,0,41.26594571666671,0,3.0,3.0,0.8343,2.93,0.8,4.68,0.10552896672646774,0,0
4f669d4cdb7d60c05561b374ebd782df,1,87.7438751666667,1,46.0,47.0,0.8621,1.33,1.0,4.92,4.21691505516956,1,0
95e3f308970174a251fe102997b3ad35,1,106.91770673333299,3,71.0,74.0,0.8789,1.33,1.0,4.92,1.8583550837347917,1,0
8ac345920409fd82dc82878770efb1da,1,138.663695483333,5,43.0,48.0,0.8789,1.33,1.0,4.92,2.106573444547131,1,0
9b9a413647981997af8e6862dfaa7e28,0,79.8926360833333,4,71.0,75.0,0.8376,1.55,1.0,4.96,2.5784402409567444,0,0
e79e7713e725839dd94a9c5d221604c2,1,86.8276905333333,3,58.0,61.0,0.8376,1.55,1.0,4.96,2.232860513543672,1,0
859954bd9764f0dc8c55f8c60d0a7484,0,57.3187272,0,21.0,21.0,0.8633177727783984,2.19,0.8,4.849341890790174,1.6697832801774268,0,0
60f6c7e1edf403eabbf99661db7701b1,0,90.9127624166667,6,83.0,89.0,0.8682,1.94,1.0,4.88,0.8869515619704652,1,0
5628a90df8d44d74652151f1e4ccb949,0,72.2432288833333,3,17.0,20.0,0.8771,1.31,1.0,4.92,3.08401601196877,0,0
808ca685354dee4be191ceaddaf0ee7d,0,54.2906402,2,25.0,27.0,0.7745,1.92,1.0,4.72,0.23937994653106748,1,0
4c685589dd15688ab6480307e39c1ba7,1,80.378979,1,42.0,43.0,0.7745,1.92,1.0,4.72,3.0694040306035535,1,0
c78ddd72afef1bafb0b79ca77bad13da,0,88.8972796333333,5,68.0,73.0,0.8615,2.13,0.96,4.84,0.7045854945624528,0,0
6ddcf759c32c11a547fe83da6bcf610b,0,56.760369283333304,0,38.0,38.0,0.8752,1.2,0.88,4.68,2.4684636493915604,1,0
9e1e87f423cfaef26114bb33531e78e9,1,98.88962973333331,1,22.0,23.0,0.8740000000000001,2.92,0.941176470588235,4.64,4.306563467516563,1,0
bf42a9ae9cd37dded82d824980ac0cdb,1,81.72825096666669,0,12.0,12.0,0.847,3.88,0.8,4.96,2.284840640785097,0,0
27cfb2813a525cba5982878fbd1e0045,1,139.31900125,4,29.0,33.0,0.8289,3.2,0.72,4.92,4.55852516205979,1,0
89677acb231a1cc63e4a0da6e85fc352,0,82.9123601666667,3,74.0,77.0,0.8694,1.03,0.92,4.64,0.076477687335064,0,0
3328b06e255ab5b5a15524091c6de6a3,0,37.040531383333295,2,22.0,24.0,0.8694,1.03,0.92,4.64,3.385082835231638,0,0
764d3ff9d5bd8c0ea92ae47415b91676,1,38.621129100000005,4,41.0,45.0,0.8885,0.91,0.96,4.84,1.4391642008460988,1,0
944a2ea97c1ecdd6e4797c1f301aa3a4,1,77.2128055,1,42.0,43.0,0.8788,1.56,1.0,4.8,3.2346045704145316,1,0
09268cfffdf982003091c178d3975baa,1,131.47404885,3,53.0,56.0,0.7917,2.0,0.88,4.96,4.432674632023975,1,0
00bded6996e461b23fd7efb72d7f1c5d,1,134.922160716667,5,41.0,46.0,0.8517,1.88,0.88,4.76,4.087172523859304,1,0
d01d65a31eb14cc99c0c6a3fbf4ee492,1,69.7065591166667,1,60.0,61.0,0.8681,1.33,0.96,5.0,0.7222667203019784,1,0
6174a0b203c4ba4748fda2d4a467d12b,1,50.8359232666667,1,31.0,32.0,0.8778,1.65,0.92,4.96,3.010611122352425,1,0
604681930d0b79b4af1cd62c44c48520,1,56.546937516666695,4,25.0,29.0,0.8575,1.42,0.68,4.96,3.146971531133479,1,0
b5f903cdbd274484207b4ea4437d2a29,1,92.4685425833333,5,62.0,67.0,0.8575,1.42,0.68,4.96,0.6357686356750929,1,0
62671ae0d51828e71fbc164ec9ff0afe,0,70.6240116333333,2,20.0,22.0,0.8502,1.58,1.0,4.84,3.242640490009379,1,0
